id,name,rating,reviews,address,location_query,weighted_rating
iXsaUG4m9hGDxc_0llNKGg,Bloom Tea,4.5,22,"2665 Geneva Ave Daly City, CA 94014","Brisbane, CA",4.420935534591195
Cyf08uwSLBN8ejVLqxLVmw,Kyoto Ramen,4.5,22,"1940 Piner Rd Ste 600 Santa Rosa, CA 95403","Windsor, CA",4.420935534591195
D1AFOx4MAmFhWEaBFNATNg,Raindrop Cafe,4.5,22,"43360 Mission Blvd Ste 120 Fremont, CA 94539","Fremont, CA",4.420935534591195
ECC64Gi9IOeZNDzKfMSSow,Paupaiz Coffee & Music Stage,5.0,3,"978 Kaiser Rd Ste B Napa, CA 94558","American Canyon, CA",4.420638888888889
0l2tHOaMwLHFIVa1hhIcTg,Pressivo Cafe,5.0,3,"3352 Grand Ave Oakland, CA 94610","Piedmont, CA",4.420638888888889
vBN3x5wprdHW4PxY97fvuA,Mushroom Momma’s Bakehouse,5.0,3,"6217 Altamar Cir Livermore, CA 94551","Livermore, CA",4.420638888888889
bDVExfwwmRsSbVLg18Qgwg,Cake Barn,5.0,3,"San Jose, CA 95129","Saratoga, CA",4.420638888888889
VEJEBDgye2Hx6HbAY0gC3A,Second Staff,5.0,3,"981 Airway Ct Ste G Santa Rosa, CA 95403","Windsor, CA",4.420638888888889
4XE54BAShZSsWP_0hB-qSQ,The Waterfront Rodeo,5.0,3,"13 Pacific Ave Rodeo, CA 94572","Hercules, CA",4.420638888888889
kMiOiWSLRVO0vG-iiWv43w,The Clove Art Complex,5.0,3,"7397 Monterey Rd Gilroy, CA 95020","Gilroy, CA",4.420638888888889
vJ3bEV4QlUy0VBBsYe7e0A,Cup of Gold,5.0,3,"850 4th St San Rafael, CA 94901","San Anselmo, CA",4.420638888888889
IbUPcWsr_tozAXMuj4FqfQ,The Mercantile,4.7,6,"601 Murray Cir Cavallo Point -- The Lodge At The Golden Gate Sausalito, CA 94965","Belvedere, CA",4.4147420634920636
Cg5-uJLQ7wH9129tj0n0aw,The Fruit Tree,4.6,9,"975 Sereno Dr Vallejo, CA 94589","American Canyon, CA",4.411466049382716
SQV_64ThXpht6DRl4uNdsg,Hardware Coffee,4.6,9,"900 N Point St Ste E204B San Francisco, CA 94109","Tiburon, CA",4.411466049382716
wc0Jndy4ViLvPdelSW7Z3Q,Kittea Cafe,4.5,19,"1384 East 14th St San Leandro, CA 94577","San Leandro, CA",4.410842198581561
aVskw5NKrs7ibAQ54E_bZw,U :Dessert Story,4.4,3101,"3489 16th St San Francisco, CA 94114","Daly City, CA",4.399470227553266
I63u4dWV5EN2UXbKBTbBCw,Hippies Brew,4.4,1949,"438 W Tennyson Hayward, CA 94541","Hayward, CA",4.399157815032847
lQYwz5KWxdiXjRttkAI6AQ,Lavender Bakery & Cafe',4.4,1417,"1820 Solano Ave Berkeley, CA 94707","Albany, CA",4.3988426251612145
KhHXlG1YYCFEgXzpDFU0Bg,Barefoot Cafe,4.4,1165,"1900 Sir Francis Drake Blvd Fairfax, CA 94930","Fairfax, CA",4.398593237850934
AMPeKmZJepoDwK1uCV7feQ,Devout Coffee,4.4,1151,"37323 Niles Blvd Fremont, CA 94536","Fremont, CA",4.398576193566999
VQPtsRVNTFkFptcXDTtIyg,Urban Ritual,4.4,1140,"488 Fell St San Francisco, CA 94102","San Francisco, CA",4.3985625091015
ojU7d4hPltcSrWGS1zYP7A,Keith’s Chicken N Waffles,4.4,1046,"270 San Pedro Rd Daly City, CA 94014","Colma, CA",4.3984338806917345
FkEJ9EO_Fj8RMV-rmlqMTA,Academic Coffee,4.4,999,"499 S 2nd St San Jose, CA 95113","San Jose, CA",4.398360529812324
1DTKu92gOYrjqeeiXKZHMQ,Salt & Straw,4.4,924,"250 University Ave Ste 110 Palo Alto, CA 94301","East Palo Alto, CA",4.398228100879555
-rwlMmnlnQV84YGnTFyNoA,Dad's Luncheonette,4.4,884,"225 Cabrillo Hwy S Half Moon Bay, CA 94019","Half Moon Bay, CA",4.398148330519603
_rlHLZf345cMulwLZqMJxg,Tong Sui,4.4,864,"927 E Arques Ave Ste 151 Sunnyvale, CA 94085","Cupertino, CA",4.398105689886779
xr1RKcSeLpy65EuQCfj2mg,Lottie's Creamery,4.4,863,"1414 N Main St Walnut Creek, CA 94596","Walnut Creek, CA",4.398103506243997
hBs2mEpjMsbrAjd-FZC9qw,Powder,4.4,830,"260 Divisadero St San Francisco, CA 94117","San Francisco, CA",4.39802851008588
2Nr1EGkgcVKXq1rfAliI3g,Taste & Glory,4.4,796,"1208 South El Camino Real San Mateo, CA 94402","Foster City, CA",4.397944774099521
P9yr-UpBpslWgH0nr6MsBQ,Dr.ink,4.4,768,"77 N Almaden Ave Ste 70 San Jose, CA 95110","San Jose, CA",4.39787028047465
w3mpnxz64nU8VwHDLz3S6g,Breadbelly,4.4,767,"1408 Clement St San Francisco, CA 94118","San Francisco, CA",4.397867519982718
M5taqNTt3PtTrCxh3_HwoA,San Benito Deli,4.4,719,"356 Main St San Benito House Half Moon Bay, CA 94019","Half Moon Bay, CA",4.397726042386547
ABdRP50_cxPQEi-1Onp4tw,Noble Folk Ice Cream And Pie Bar,4.4,684,"116 Matheson St Healdsburg, CA 95448","Healdsburg, CA",4.397610445412734
ArDQt5NlOkTSW8KM94AIGA,Ume Tea,4.4,665,"6018 Stevenson Blvd Fremont, CA 94538","Fremont, CA",4.397542631316904
wPsbAfwMvyWvdic6i0Fhtg,Pampas Cafe,4.4,650,"22222 Redwood Rd Castro Valley, CA 94546","Hayward, CA",4.397486312706902
wOHcki7VVACpnSHeXvHITg,Pour Decisions Craft,4.4,633,"5700 Village Oaks Dr Ste 20 San Jose, CA 95123","San Jose, CA",4.397419281045752
I5o_ztIVXucEuTYrp2sOwg,Barrelista Coffee House,4.4,603,"736 Main St Martinez, CA 94553","Benicia, CA",4.397291838134431
_ZKwEQXUA_1ZeuyDnvca4w,Boba Bliss,4.4,603,"685 San Antonio Rd Ste 15 Mountain View, CA 94040","Los Altos, CA",4.397291838134431
Xtth_852Xe8ZkicsokL-9w,Jiaren Cafe,4.4,563,"1171 Homestead Rd Ste 140B Santa Clara, CA 95050","San Jose, CA",4.3971009544787085
_cnAyaZcEfePfU-bngjElw,Cafe De Casa,4.4,521,"1165 Airport Blvd South San Francisco, CA 94080","Brisbane, CA",4.396869251506502
FVklFOV04auuMOJh4IB_Uw,Backyard Brew,4.4,489,"444 S California Ave Palo Alto, CA 94301","East Palo Alto, CA",4.39666624451199
CVM5Jk5ilbOadCnpqioAuw,1 Oz Coffee,4.4,478,"3051 Tasman Dr Santa Clara, CA 95054","Santa Clara, CA",4.3965902417962015
L7tejVrbawg8e8_fPAg98A,Ululani’s Hawaiian Shave Ice - Livermore,4.4,474,"3016 W Jack London Blvd Ste B4 Livermore, CA 94551","Livermore, CA",4.39656173807036
8q6YxjjN-PBsNqpTXCmUJw,Cozzy Market & Deli,4.6,8,"7886 Old Redwood Hwy Cotati, CA 94931","Rohnert Park, CA",4.3963833333333335
EZf0lcZvND4Up8AipaGbBg,Caffé Trio,4.6,8,"1200 El Camino Real South San Francisco, CA 94080","Brisbane, CA",4.3963833333333335
hRk8IbZT9x1OfC9xUdMj2w,Chaiwala Shop,4.6,8,"2008 Salvio St Concord, CA 94520","Concord, CA",4.3963833333333335
Y6iIyjKPVY1u2OplOSkh-Q,Perfect Pour Cafe,4.4,445,"2500 Francisco Blvd Pacifica, CA 94044","Pacifica, CA",4.39633991472006
5CfZ2mSkh4I01qUGWquIYw,Covour Coffee,4.4,443,"2706 Middlefield Rd Palo Alto, CA 94306","Atherton, CA",4.396323556797021
0Xfu1iecU_8zdhkw5VU4FQ,The Royale,4.4,436,"2190 Contra Costa Blvd Pleasant Hill, CA 94523","Pleasant Hill, CA",4.396265134317064
H6jEWhnxWlzTobANR-VNJg,K Minamoto,4.4,433,"648 Market St San Francisco, CA 94104","San Francisco, CA",4.396239523809523
Q7n3vTVq5yXxB17Ef4DIUA,Hinodeya - Newark,4.4,421,"5724 Thornton Ave Ste B Newark, CA 94560","Newark, CA",4.396133470426949
mCEMNoqCcBXnMrWiHzDyOA,Stockhome,4.4,419,"220 Western Ave Petaluma, CA 94952","Petaluma, CA",4.396115210547029
MBj0Tg6SmNJmkl7aCXtq5Q,Matcha Cafe Maiko,4.4,418,"3251 20th Ave Ste 250K San Francisco, CA 94132","Daly City, CA",4.396106015779092
gN4rP5dfwmwUkxZvcF2mPg,Mavericks Crepe Cafe,4.4,415,"146 San Mateo Rd Half Moon Bay, CA 94019","Half Moon Bay, CA",4.39607816845451
ijFn7RQ2oA_uIavUk8cz4g,RAW Superfood Café,4.4,415,"3768 D Capitol Ave Fremont, CA 94538","Fremont, CA",4.39607816845451
ohJFdFxPYgELfVfUdOVa-Q,Matcha Cafe Maiko,4.4,410,"2855 Stevens Creek Blvd Ste 9254 Santa Clara, CA 95050","Campbell, CA",4.396030860474467
7y75XeTV5-EvFF5E36-7Vw,Brew,4.4,404,"555 Healdsburg Ave Santa Rosa, CA 95401","Santa Rosa, CA",4.3959725622195025
w3SReQpdtZO-G35hnzy7_g,Ume Tea,4.4,395,"220 Castro St Mountain View, CA 94041","Los Altos, CA",4.395881831455987
mog4wAikb1EnzwWSnKt-BQ,Tamper Room Cafe & Gallery,4.4,372,"43737 Boscell Rd Fremont, CA 94538","Fremont, CA",4.395630256750775
w2ugYGE9p6JjLoKxXVkDhw,Diner Japonica,4.4,353,"593 Woodside Rd Ste E Redwood City, CA 94061","Woodside, CA",4.395398018648018
w1uCJEPCnMaE4eHrctjyCg,Lovey's Tea Shoppe,4.4,343,"4430 Coast Hwy Pacifica, CA 94044","Pacifica, CA",4.395265587529976
B-yx6sJ2Y_IVDVesW2W2eg,Delah Coffee,4.4,328,"420 W Grand Ave Oakland, CA 94612","Alameda, CA",4.3950520050125315
omiRJ9-9nuA8wgTDbtNFGw,Life is Sweet Bakery and Cafe,4.4,318,"155 Railroad Ave Ste B Danville, CA 94526","Danville, CA",4.394898578811369
GKUNap0t51Y1wtpEarfe2Q,TaoTaoTea,4.4,314,"18472 Prospect Rd Saratoga, CA 95070","Saratoga, CA",4.394834510727368
AY5i9cQgoyL5j0nXn_YYOw,Lisa's Tea Treasures,4.4,311,"2305 S Winchester Blvd Ste 110 Campbell, CA 95008","Campbell, CA",4.394785393555203
N1E1LTyKpBkeisPdoJPn6w,Jade’s Teacup Cafe,4.4,307,"3150 Santa Rita Rd Ste B Pleasanton, CA 94566","Pleasanton, CA",4.394718432316747
z0e3lhL6cpvVw2YqpET9jw,Grande Café,4.8,4,"1360 Broadway Ave Sonoma, CA 95476","Sonoma, CA",4.3946813725490195
3vdU7aujhlIrm-lA4O7rig,Timber & Tide,4.8,4,"685 Gateway Blvd South San Francisco, CA 94080","Brisbane, CA",4.3946813725490195
eGY4c3s0YNZv1FahNdXibA,Boco Coffee,4.8,4,"50 Mark W Springs Rd Santa Rosa, CA 95403","Santa Rosa, CA",4.3946813725490195
pn6YVAzAIPyu0Dm1UCJ10Q,Bloomsgiving,4.4,297,"301 Castro St Mountain View, CA 94041","Cupertino, CA",4.39454325594251
6431EvLeRU9AxOYpD0cL8A,Macs By Icky,4.4,291,"3900 Smith St Union City, CA 94587","Fremont, CA",4.394432459108855
OMC4fPRF-XwRZjY4bwu90A,Oklava Cafe,4.4,279,"205 University Ave Palo Alto, CA 94301","Atherton, CA",4.394196796002352
4yloAKbHyaK1vsSFwHZIkg,Basquia Bakery,4.4,275,"63 Serramonte Ctr Daly City, CA 94015","Colma, CA",4.3941137447823495
7ka8x5bt-alAPasCM9--_A,The Grind Cafe,4.4,270,"402 Tuolumne St Vallejo, CA 94590","Benicia, CA",4.3940065270188216
mVqYHUZMTEbA73xstnpjhg,Rooted Coffee,4.4,267,"1321 Locust St Walnut Creek, CA 94596","Concord, CA",4.393940300798036
calRHdr5m0KTiV18qkSH4Q,Sweet Diplomacy,4.4,261,"209 1st St Los Altos, CA 94022","Los Altos, CA",4.393803358443189
SX84XqxDsw5wzllbWGsmgg,EYEfiniTEA Optique & Lounge,4.4,261,"15700 Monterey Rd Ste 100 Morgan Hill, CA 95037","Gilroy, CA",4.393803358443189
c1izWgpaJ5z9LJPfSCIFgQ,Ramentica,4.4,260,"3817 Railroad Ave Pittsburg, CA 94565","Antioch, CA",4.39377993068683
ZVgkJhFseFzMDAf-NLg82Q,Besame Mucho,4.4,258,"115 4th St Santa Rosa, CA 95401","Santa Rosa, CA",4.3937325396825395
qvaiQmITM_MU8S8g0CkKNg,Flavor Burger Café,4.4,257,"6560 Hembree Ln WINDSOR, CA 95492","Windsor, CA",4.39370857233907
RRltbhq2rMP4f-FgvTMDUg,Third Culture Bakery,4.4,253,"1310 S California Blvd Walnut Creek, CA 94596","Concord, CA",4.393610841423948
1dmImBr6B8_jTrlWpmeEbg,Hanami,4.4,252,"377 Bancroft Ave San Leandro, CA 94577","San Leandro, CA",4.393585932423652
T4MZALIo4sN7Rhp4PvPomQ,Sip And Scoop California,4.4,250,"234 Oak St Ste B Brentwood, CA 94513","Antioch, CA",4.393535527177472
kD_3N-wsDw-prA_kk1DN5A,Yi Fang Taiwan Fruit Tea - Fremont,4.4,243,"34133 Fremont Blvd Fremont, CA 94555","Union City, CA",4.393352693602694
mILHC9tGLR-qV7lBEWsdKA,Local Kitchens,4.4,242,"3455 Mount Diablo Blvd Lafayette, CA 94549","Lafayette, CA",4.393325726842462
8aIz9jEERdZqmmBAxxv6Nw,CoRo Coffee Room,4.4,240,"2324 Fifth St Berkeley, CA 94710","Berkeley, CA",4.393271131561009
MWEtDFSMy62bAq3_G-RW9g,Yaoyasan,4.4,235,"10566 San Pablo Ave El Cerrito, CA 94530","El Cerrito, CA",4.39313065414057
AUSwQ8LeLWInxwj6s4doyQ,RĀW Superfood Café - San Jose,4.4,233,"1041 E Capitol Expy Ste 40 San Jose, CA 95121","San Jose, CA",4.3930728070175435
znggfVIGtLKg-bBKYh4GYQ,whaT’s More cake studio,4.4,230,"500 Lawrence Expy Ste g Sunnyvale, CA 94085","Santa Clara, CA",4.392984186211799
_IHbBCmMU5GAcKZM-7X52w,Happy Lemon,4.4,225,"712 B Contra Costa Blvd Pleasant hill, CA 94523","Concord, CA",4.3928313362382
z4hs0U7K8Bq9nUwYU9k1pQ,The Burrow,4.4,224,"109 Visitacion Brisbane, CA 94005","Brisbane, CA",4.392799963530271
DiFGIQ-rEd5Vlxo3vYw6WA,The Good Table Cafe,4.5,15,"5166 Sobrante Ave El Sobrante, CA 94803","Hercules, CA",4.392553418803419
UQIYqeHl3BxQCCHbFb8_yA,The Local,4.4,214,"1333 Park St Alameda, CA 94501","Alameda, CA",4.392470442410374
0uc0BP1v5SzHf1C7KLG4Pg,Baker and Cook,4.4,211,"18812 Hwy 12 Sonoma, CA 95476","Sonoma, CA",4.3923656225831404
Cm619_WeZvigYZuMK8modg,Boba Studio,4.4,209,"1389 N Main St Unit A Walnut Creek, CA 94596","Concord, CA",4.392294106167057
9SgOsF_zbOOCxEo5vkPPWg,Plank Coffee Healdsburg,4.4,208,"175 Dry Creek Rd Healdsburg, CA 95448","Healdsburg, CA",4.392257843137255
FbeCQWV5CXjDail-GH0J1A,Shabu Shack,4.4,207,"200 Grand Ave South San Francisco, CA 94080","Brisbane, CA",4.392221237194642
s2btndUErL7Qx3J7Ao1Yyw,One Love Cafe,4.4,205,"486 San Mateo Ave San Bruno, CA 94066","Burlingame, CA",4.392146976929197
gr3Hu5Isxpge2rTq5ihDxg,Lulu’s Little Kitchen,4.4,201,"1106 Solano Ave Albany, CA 94706","Albany, CA",4.391994120032442
nwPt8FlfXhFwccOB23U1qw,Sam's General Store,4.4,196,"109 Wappo Ave Calistoga, CA 94515","Santa Rosa, CA",4.391794472152951
7l5_e-OODbHQ4jkJ5C8YKw,Eunice Gourmet Cafe,4.4,191,"1162 Solano Ave Albany, CA 94706","Albany, CA",4.391584612105713
-XI275YsafpoSCP1sHG8dw,Sebastopol Cookie Company,4.4,180,"168A N Main St Sebastopol, CA 95472","Santa Rosa, CA",4.391082881662151
QfU10LAbBhz1FayJIx5ZYw,Starbread Bakery,4.4,177,"340 Travis Blvd Fairfield, CA 94533","Suisun City, CA",4.390935491276401
KHySPiWpAg5mJNt9xdl5CQ,O'Henry's Donuts,4.4,172,"500 Vineyard Town Ctr Morgan Hill, CA 95037","Gilroy, CA",4.390678706326724
aifIw4YEuFpDIejU1rknew,Delah Coffee,4.4,170,"6694 Amador Plaza Rd Ste W Dublin, CA 94568","Dublin, CA",4.390571872015283
TEePxeOOtInHzDbAQOic8A,Kenz Coffee Bar,4.4,165,"445 Hershner Dr Los Gatos, CA 95032","Los Gatos, CA",4.390293756145527
J7qKeKBMxwHwbnZUm05qbg,Rocko's Ice Cream Tacos,4.4,165,"Bay Area, CA 94304","Los Altos Hills, CA",4.390293756145527
ZVV4qmN-35llKagL7CEAVQ,SoDoI Coffee Tasting House,4.4,163,"2438 Durant Ave Berkeley, CA 94704","Berkeley, CA",4.390177860696518
_0rfWk4byOKGvvL8z0WHmQ,B Cafe,4.4,162,"1694 Berryessa Rd San Jose, CA 95133","Milpitas, CA",4.3901188688688695
cBXepWEyhY8z4x5dJOXPSA,modern coffee,4.4,162,"381 19th St Leamington Building Oakland, CA 94612","Oakland, CA",4.3901188688688695
x3TjhwKdpf9kdYngf8lgvA,Acorn Cafe,4.4,161,"124 Matheson St Healdsburg, CA 95448","Healdsburg, CA",4.3900591641490445
_E5suNTjgdJOrfB1kxTI9g,i-Tea,4.4,159,"1460 Moraga Rd Moraga, CA 94556","Lafayette, CA",4.3899375637105
VN4ZqZcD3HwbD1xgoTk-Ig,Mamma Llama Eatery & Cafe,4.4,156,"490 Main St Weaverville, CA 96093","Helena, CA",4.3897494807892015
3OfW8FiFSu9v2VB7puZuIw,Highwire Coffee Roasters,4.4,148,"1330 Solano Ave Flowerland Nursery Albany, CA 94706","Albany, CA",4.389211748633881
0SLNi80lWg1cf23HYEjhgA,Diablo Oriental Foods,4.4,144,"2590 N Main St Walnut Creek, CA 94597","Moraga, CA",4.38892115600449
AUDRptTiP6_ltP8a7njl6Q,Blue Beagle Coffee,4.4,141,"540 Larkfield Ctr Larkfield-Wikiup, CA 95403","Windsor, CA",4.388692726231387
ssT935C-SyQTlR67cdSWJA,Peak,4.4,139,"1405 Webster St Alameda, CA 94501","Alameda, CA",4.388535133565622
MFe_hX98eApfqA7ic7TjpA,Pho Vy,4.4,137,"2040 Columbus Pkwy Benicia, CA 94510","Benicia, CA",4.388373085983511
ntyKBoAOTcO4PYoljD7wSA,Brothers Cafe,4.4,132,"716 Magnolia Ave Millbrae, CA 94030","Millbrae, CA",4.387947191697193
QdoGojvIAYcSAKchSvMBlg,Mellana Cafe,4.4,130,"4539 Martin Luther King Jr Way Oakland, CA 94609","Emeryville, CA",4.387767967781909
9f21ehxxxdMR0f2WXNuH8A,Cafe Kazka,4.4,130,"929 Edgewater Blvd Ste B Foster City, CA 94404","Belmont, CA",4.387767967781909
mNrXJUUDeAPU_HRLd1jwPA,Yumy Gurt,4.4,129,"2701 Pinole Valley Rd Pinole, CA 94564","Hercules, CA",4.38767634207241
dGUDNjoq37GxxI_qmtQX3A,Saint Frank Coffee,4.4,127,"120 Folsom St San Francisco, CA 94105","San Francisco, CA",4.387488910012675
t876rVCK3glM862YA63qHA,Drift Benicia,4.4,125,"366 1st St Benicia, CA 94510","Benicia, CA",4.387295688545689
Afebgbsil7b0c_1CxkNU0g,Dessert Cafe Concord,4.4,122,"4115 Concord Blvd Ste 78 Concord, CA 94519","Antioch, CA",4.38699440052701
9pg0Yv2ZaA5ZkN4TUfoBgw,Breaktime Tea,4.4,121,"790 Oak Grove Rd Ste C1 Concord, CA 94518","Concord, CA",4.386890770252325
Gz451xd3yjs4-J96z1Fegg,Brezo Restaurant,4.4,121,"1111 Solano Ave Albany, CA 94706","Albany, CA",4.386890770252325
2ma2VUsMPbyDLaGwhSzmgA,Boil Tea,4.5,14,"5301 Mission St Ste B San Francisco, CA 94112","Brisbane, CA",4.386745495495496
W_sOyDeNhhY27T_OMd11Mw,BubbleCups,4.4,117,"1940 Piner Rd Ste 400 Santa Rosa, CA 95403","Windsor, CA",4.386459190672155
A4BtuV0W8ttWBhWtaIOBFg,Google Visitor Experience Cafe,4.4,116,"2000 N Shoreline Blvd Mountain View, CA 94043","Mountain View, CA",4.386346818810512
uDOJ5ImkUR0yOwTd7PPXhw,Hey Neighbor Cafe,4.4,115,"2 Burrows St Portola Garden District San Francisco, CA 94134","Daly City, CA",4.386232566248257
0MHK2mkSdbHoBit_jry_iQ,Earth Tone Cafe,4.4,107,"1097 Irving St San Francisco, CA 94122","San Francisco, CA",4.385244768310912
r3HJgQ9hLtpKKsy9bPzwqQ,Donut King,4.4,105,"2250 Broadway Ave San Pablo, CA 94806","Pinole, CA",4.384975266362253
ScvNIBL9LxBJVgOytpC8Pw,Saigon Breadfast,4.4,104,"123 E El Camino Real Mountain View, CA 94040","Los Altos, CA",4.384836789554532
2g4eIlhSccXcnEQDSOGmbQ,Hello Sweet,4.4,103,"1657 Willow Pass Rd Ste B Concord, CA 94520","Concord, CA",4.384695736434109
msZv1LYYJSxuVbs6G8S0sQ,Bacio Di Latte,4.4,103,"3090 Olsen Dr San Jose, CA 95128","Campbell, CA",4.384695736434109
Xa_6NDyryp93FFhEsI7Kvg,Nobibi,4.4,103,"26201 Mission Blvd Ste 140 Hayward, CA 94544","Dublin, CA",4.384695736434109
887A3aYobJA2iHGZ1wTPyA,Sana'a Cafe,4.4,101,"2400 Broadway Redwood City, CA 94063","Redwood City, CA",4.38440560821485
sXMhT_pt2qMkwUVcvY8Z5g,San San Tea House,4.4,99,"1019 Williams St San Leandro, CA 94577","Alameda, CA",4.384104267310789
cH_AN3xPQmy5EBbizwT0aQ,Sarmentine - Organic French Bakery,4.4,89,"840 Petaluma Blvd N Petaluma, CA 94952","Novato, CA",4.382404188948307
-A8TKg-9eAeufAqqVcFn2A,Split Rock Tap & Wheel,4.4,86,"2020 Sir Francis Drake Blvd Fairfax, CA 94930","Fairfax, CA",4.381820902394107
iTpX4qiHMSeVSUs520icWg,The Coffee Shack,4.4,86,"788 W Hamilton Ave Campbell, CA 95008","Campbell, CA",4.381820902394107
csj9U6_ydmA9nprITtVJvQ,Lakeside Coffee Bar,4.4,85,"2600 Camino Ramon Ste 100 San Ramon, CA 94583","Danville, CA",4.381617783985103
4bVWspa5QaHZjRMbxZU3xw,Highwire Coffee Roasters,4.4,83,"1234 Park St Alameda, CA 94501","Alameda, CA",4.38119761904762
dkV1eo28efNzVq_9TWCRXw,Sunshine Smoothies & Coffee,4.4,81,"2089 Solano Ave Vallejo, CA 94590","Benicia, CA",4.380757797270955
eZLp42AYHyRs050UfhiQ-Q,Devil & Angel Desserts,4.4,80,"2357 Oak Grove Rd Walnut Creek, CA 94598","Concord, CA",4.380530078895464
pAFK6vjHIQhkpAlaC6zlxg,Truly Tea Cafe,4.4,80,"2120 Railroad Ave Pittsburg, CA 94565","Antioch, CA",4.380530078895464
nZsYBu0Kdj0pUEZYB8-tww,By the Teashore,4.4,78,"724 Main St Half Moon Bay, CA 94019","Half Moon Bay, CA",4.380058080808081
GAuEFyiOq_hj9zd6B_mJbw,Mochiholic Japanese Mochi Donut,4.4,78,"1535 Landess Ave Ste 147 Milpitas, CA 95035","Milpitas, CA",4.380058080808081
QQfkwZrj4TG9zWJVxwrImw,TP Tea,4.4,77,"108 Dixon Rd Milpitas, CA 95035","Milpitas, CA",4.379813394683026
g7TRtCGNulILIjVFaenBIQ,Yummy Future,4.4,77,"170 University Ave Palo Alto, CA 94301","Atherton, CA",4.379813394683026
wI_pigW1qx9Ag378_Ht7dQ,Calikid Burgers N Shakes,4.4,77,"234 Golf Club Rd Pleasant Hill, CA 94523","Martinez, CA",4.379813394683026
sKbMJ_jQX_AeHItXtyTfqg,Phin Cafe,4.4,76,"2000 S Bascom Ave Ste 110 Campbell, CA 95008","Campbell, CA",4.379562629399587
4L77pFjFLrzh7DV5WG_Lmg,The Grateful Bean Coffee House,4.4,76,"6 W Eaton Rd Chico, CA 95973","Helena, CA",4.379562629399587
74si6swUmSUKFh87h8R8VQ,El Granada Hardware & Cafe,4.4,76,"85 Avenue Portola El Granada, CA 94018","Half Moon Bay, CA",4.379562629399587
cFg-iSR6MnZyod5F1093nA,The Butcherman,4.4,75,"2 W Spain St Sonoma, CA 95476","Sonoma, CA",4.379305555555556
C3dJTpP5yvrDb8wT6SZLCA,Toastique,4.4,73,"350 Railroad Ave Ste 100 Danville, CA 94526","Danville, CA",4.378771505376345
gSbVOtq1lFzrc-an5gAJWw,Hizcafe,4.4,73,"2216 Railroad Ave Hercules, CA 94547","Hercules, CA",4.378771505376345
jSruUWWw-tG4VHjvgQAwPg,Flow Tea,4.6,7,"San Francisco, CA 94122","San Francisco, CA",4.3786775362318835
jo3i1oKry0OYldKBrbGrGw,Jade & Java Cafe,4.4,70,"51 Cambon Dr San Francisco, CA 94132","Daly City, CA",4.377916666666667
82dBvjsvaJD4CbLrk6cROg,Mama's Luncheonette,4.4,68,"8 E Blithedale Ave Mill Valley, CA 94941","Mill Valley, CA",4.377307471264368
2sPQ0jCqFZNTGSZlS-QgJw,States Coffee,4.4,68,"419 40th St Oakland, CA 94609","Emeryville, CA",4.377307471264368
4ZOdQwRD8u55XDZNGsAtsw,Le Le Choux,4.4,63,"42 Serramonte Ctr Ste 211 Daly City, CA 94015","Colma, CA",4.375626543209877
6KMM7FoJdtJyUrr3Dgvf-A,Happy Donuts,4.4,62,"8962 Brooks Rd S Windsor, CA 95492","Healdsburg, CA",4.375260025062657
nTwhiOQ8laB9cE_cRG-dww,Bigz Boba,4.4,62,"2075 E Leland Rd Pittsburg, CA 94565","Antioch, CA",4.375260025062657
VXU2FuAOiB-BzwPNMsMY4A,Lilikoi on Broadway,4.4,58,"1355 Broadway Burlingame, CA 94010","Burlingame, CA",4.373676666666667
MNABpc4KSiSTV2qMC_8CDQ,Silk Road Teas,4.5,12,"2980 Kerner Blvd Ste A San Rafael, CA 94901","San Rafael, CA",4.3730176767676765
GLza6Wip3rQkB3f-DVQZAA,Teazentea - Antioch,4.4,55,"2717 Hillcrest Ave Antioch, CA 94531","Antioch, CA",4.3723494397759115
d88y3fWky6I7-LxE0o82Eg,Flourish,4.4,50,"6101 Bollinger Canyon Rd San Ramon, CA 94583","Danville, CA",4.369812691131499
saHzTOfTMTwCyblaX1mBsg,Little Sky Kitchen,4.4,50,"1010 El Camino Real Menlo Park, CA 94025","Atherton, CA",4.369812691131499
bYEGRKej2s1z5XE4BJJkZg,Qamaria Yemeni Coffee,4.4,50,"1950 Market St Ste B Concord, CA 94520","Concord, CA",4.369812691131499
LPy4jHHOkS8mH239J8fl2g,Nola Street Kitchen,4.4,49,"1340 1st St Ste E Gilroy, CA 95020","Gilroy, CA",4.369248442367601
71ja3k2eTJUKZIs2Q7zkvQ,Anton,4.4,48,"390 1st Ave San Mateo, CA 94401","Burlingame, CA",4.368662698412699
_GQ4PDZHbdp6Mvo1OJ6jyQ,Froyola,4.4,48,"2206 Broadway St Redwood City, CA 94063","Redwood City, CA",4.368662698412699
fVEzmkgyLaw6nXDU6lCgBA,Binge Coffee House,4.4,47,"2528A Durant Ave Berkeley, CA 94704","Berkeley, CA",4.368054207119741
A2-DCGTg45qmT10zOamlpA,Cafe Buenos Aires,4.4,47,"1366 Powell St Emeryville, CA 94608","Emeryville, CA",4.368054207119741
AZTIGmwUGp91R6o9SM8Llg,Majestic Cafe,4.4,47,"700 1st St Benicia, CA 94510","Benicia, CA",4.368054207119741
264CFjV_RSUFHjQrqyd1Ag,The Little Baker,4.5,11,"San Jose, CA 95148","San Jose, CA",4.364825268817205
